Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Sub-Saharan Africa,79,Clothes,Offline,C,9/16/2010,7513,9/17/2010,9048,109.28,35.84,5391,3937,7712
Sub-Saharan Africa,143,Vegetables,Online,C,6/19/2016,8207,7/1/2016,4417,154.06,90.93,4313,4401,4713
Middle East and North Africa,82,Household,Offline,L,5/15/2016,4853,6/30/2016,66,668.27,502.54,613,686,510
Europe,1,Household,Offline,H,4/25/2013,780,5/18/2013,8030,668.27,502.54,9306,9250,9259
Australia and Oceania,148,Personal Care,Online,H,1/14/2015,491,1/19/2015,7376,81.73,56.67,4006,4482,3701
Asia,126,Fruits,Offline,C,3/13/2015,4025,3/28/2015,9204,9.33,6.92,1177,1320,1073
Sub-Saharan Africa,98,Household,Offline,H,4/19/2012,2339,5/2/2012,1643,668.27,502.54,5750,6244,4659
Middle East and North Africa,9,Office Supplies,Online,C,6/30/2013,2069,7/25/2013,4854,651.21,524.96,8346,8531,7436
Central America and the Caribbean,61,Meat,Online,L,8/22/2015,695,9/4/2015,6029,421.89,364.69,7999,8249,5263
Europe,147,Office Supplies,Offline,M,8/25/2016,1490,8/29/2016,4393,651.21,524.96,8183,8338,7094
North America,177,Clothes,Online,C,9/20/2011,8399,10/3/2011,6200,109.28,35.84,4303,2954,6229
Europe,90,Baby Food,Online,C,4/4/2012,1412,4/21/2012,9737,255.28,159.42,7941,7693,8643
Asia,84,Household,Offline,M,10/22/2011,968,11/24/2011,320,668.27,502.54,1991,2360,1658
Europe,107,Beverages,Offline,L,7/17/2012,3484,8/25/2012,5298,47.45,31.79,2199,2432,2147
Sub-Saharan Africa,111,Fruits,Online,C,12/3/2013,6078,12/6/2013,9051,9.33,6.92,1158,1296,1053
Europe,91,Personal Care,Offline,C,6/19/2016,1731,6/27/2016,7991,81.73,56.67,4217,4663,3899
Sub-Saharan Africa,57,Fruits,Online,M,5/27/2010,4155,6/17/2010,5560,9.33,6.92,710,784,637
Europe,55,Cosmetics,Offline,M,4/24/2017,2796,5/20/2017,7231,437.2,263.33,8347,8014,9175
Asia,78,Vegetables,Offline,M,8/16/2010,7948,9/28/2010,5509,154.06,90.93,4955,4889,5285
Central America and the Caribbean,35,Meat,Online,H,4/6/2010,5771,4/11/2010,4930,421.89,364.69,7561,7920,4739
Asia,145,Personal Care,Offline,C,9/18/2010,2996,10/25/2010,7062,81.73,56.67,3895,4389,3608
Central America and the Caribbean,134,Fruits,Online,H,2/8/2015,2302,3/3/2015,5503,9.33,6.92,699,776,629
Central America and the Caribbean,64,Cosmetics,Offline,H,4/6/2016,7006,5/13/2016,884,437.2,263.33,2957,3060,3312
Europe,39,Snacks,Offline,L,8/28/2015,6375,9/13/2015,5865,152.58,97.44,5087,5256,5098
Europe,153,Clothes,Offline,L,1/13/2012,370,2/20/2012,139,109.28,35.84,209,93,474
Sub-Saharan Africa,29,Vegetables,Offline,L,10/11/2012,4745,11/18/2012,5429,154.06,90.93,4920,4858,5247
Australia and Oceania,51,Baby Food,Online,H,12/24/2014,5917,2/8/2015,491,255.28,159.42,1456,1517,1540
Asia,83,Snacks,Online,M,10/16/2016,6345,12/5/2016,6109,152.58,97.44,5216,5345,5190
Europe,53,Cereal,Offline,C,8/26/2013,9049,9/26/2013,103,205.7,117.11,297,252,422
Australia and Oceania,112,Snacks,Online,L,3/14/2017,2911,4/12/2017,2320,152.58,97.44,2766,2991,2892
Europe,92,Cereal,Online,L,8/22/2013,7549,9/16/2013,9641,205.7,117.11,7431,7081,8433
Middle East and North Africa,70,Clothes,Offline,L,12/17/2012,8442,12/30/2012,975,109.28,35.84,1365,723,1966
Asia,83,Clothes,Online,L,11/9/2014,1885,12/3/2014,2267,109.28,35.84,2188,1548,3479
Sub-Saharan Africa,87,Clothes,Offline,L,7/5/2012,9698,7/8/2012,1489,109.28,35.84,1702,1094,2575
Europe,128,Household,Online,L,7/14/2011,4811,8/18/2011,3646,668.27,502.54,7894,7953,7394
Asia,110,Snacks,Online,H,1/10/2011,5644,1/24/2011,5775,152.58,97.44,5054,5219,5054
Asia,78,Baby Food,Offline,L,12/10/2014,1648,1/5/2015,1943,255.28,159.42,3555,3818,3719
Central America and the Caribbean,75,Meat,Online,L,2/24/2013,7872,3/16/2013,8248,421.89,364.69,8545,8769,6382
Europe,142,Snacks,Online,H,7/10/2015,332,8/10/2015,7821,152.58,97.44,5996,6008,6018
Middle East and North Africa,82,Fruits,Online,C,4/10/2010,610,4/20/2010,5822,9.33,6.92,752,824,677
Sub-Saharan Africa,29,Baby Food,Offline,M,3/11/2013,1160,4/25/2013,4444,255.28,159.42,5844,5794,5967
Sub-Saharan Africa,141,Cosmetics,Online,M,10/31/2010,310,12/6/2010,7910,437.2,263.33,8530,8156,9308
Sub-Saharan Africa,155,Beverages,Online,H,4/28/2017,7034,5/21/2017,7476,47.45,31.79,2772,3110,2710
Sub-Saharan Africa,183,Cosmetics,Offline,C,7/28/2017,6159,8/6/2017,6428,437.2,263.33,8154,7831,8961
Europe,114,Baby Food,Online,M,6/21/2016,3265,7/28/2016,5082,255.28,159.42,6253,6184,6513
Sub-Saharan Africa,173,Baby Food,Offline,C,6/2/2012,9729,6/10/2012,5788,255.28,159.42,6670,6622,7095
Asia,96,Cosmetics,Offline,L,3/24/2016,7693,4/10/2016,7925,437.2,263.33,8535,8161,9314
Central America and the Caribbean,124,Baby Food,Offline,L,1/22/2017,5181,2/11/2017,2905,255.28,159.42,4566,4718,4709
Sub-Saharan Africa,22,Cosmetics,Online,H,7/2/2016,748,7/12/2016,9170,437.2,263.33,8826,8414,9500
Middle East and North Africa,10,Fruits,Offline,L,3/16/2017,8998,5/1/2017,7193,9.33,6.92,930,1036,832
Europe,114,Household,Online,C,7/11/2011,5226,8/2/2011,4480,668.27,502.54,8254,8283,8054
Sub-Saharan Africa,79,Clothes,Online,L,8/9/2015,404,9/28/2015,566,109.28,35.84,861,419,1444
Sub-Saharan Africa,95,Snacks,Online,M,7/27/2012,6425,8/20/2012,2019,152.58,97.44,2528,2712,2603
Asia,78,Cereal,Online,H,11/26/2016,918,12/2/2016,7438,205.7,117.11,6819,6440,7693
Europe,99,Clothes,Online,L,1/29/2010,2315,3/16/2010,2453,109.28,35.84,2296,1610,3654
Sub-Saharan Africa,54,Clothes,Offline,H,6/29/2012,4728,7/4/2012,4724,109.28,35.84,3645,2443,5277
Middle East and North Africa,129,Cosmetics,Online,M,7/16/2011,3094,8/20/2011,8944,437.2,263.33,8773,8373,9466
Australia and Oceania,112,Clothes,Online,L,10/22/2010,8237,12/9/2010,1837,109.28,35.84,1906,1373,3024
Europe,90,Personal Care,Online,C,3/6/2011,1785,4/21/2011,7157,81.73,56.67,3932,4428,3638
Australia and Oceania,112,Cosmetics,Online,M,8/4/2014,849,9/19/2014,691,437.2,263.33,2484,2567,2755
Europe,58,Vegetables,Online,C,9/11/2012,3622,9/11/2012,5256,154.06,90.93,4838,4782,5161
Europe,13,Meat,Online,M,5/7/2013,3942,6/3/2013,5700,421.89,364.69,7865,8152,5114
Sub-Saharan Africa,88,Office Supplies,Offline,C,2/10/2014,6519,3/12/2014,3905,651.21,524.96,7998,8132,6565
Sub-Saharan Africa,87,Fruits,Online,C,8/13/2013,1697,9/11/2013,3779,9.33,6.92,475,531,421
Central America and the Caribbean,64,Personal Care,Online,H,5/3/2015,756,6/1/2015,6267,81.73,56.67,3628,4170,3354
Europe,138,Meat,Offline,C,3/31/2016,691,4/2/2016,4342,421.89,364.69,7202,7734,4452
Australia and Oceania,179,Office Supplies,Offline,L,8/8/2010,9247,8/13/2010,8008,651.21,524.96,9260,9310,8782
Sub-Saharan Africa,16,Fruits,Online,H,6/5/2016,33,6/16/2016,9302,9.33,6.92,1196,1335,1086
Europe,72,Cosmetics,Offline,H,3/5/2011,7324,4/3/2011,7291,437.2,263.33,8365,8026,9194
Sub-Saharan Africa,183,Baby Food,Offline,L,3/22/2011,1323,4/23/2011,3074,255.28,159.42,4736,4839,4838
Europe,104,Snacks,Offline,H,1/29/2015,2870,3/1/2015,4780,152.58,97.44,4514,4727,4594
Australia and Oceania,179,Vegetables,Offline,C,9/29/2014,8632,10/1/2014,2571,154.06,90.93,3026,3074,3426
Asia,96,Fruits,Online,L,8/24/2014,6177,8/31/2014,3640,9.33,6.92,460,516,409
Australia and Oceania,172,Fruits,Online,L,9/14/2012,8634,10/7/2012,7209,9.33,6.92,934,1038,834
Europe,146,Beverages,Offline,M,9/8/2011,142,9/22/2011,9533,47.45,31.79,3353,3777,3246
Middle East and North Africa,73,Household,Online,M,6/6/2015,441,6/14/2015,8900,668.27,502.54,9445,9404,9396
Asia,126,Cereal,Online,H,6/21/2017,91,7/13/2017,625,205.7,117.11,1479,1469,1693
Asia,171,Vegetables,Offline,L,5/31/2012,5547,7/5/2012,2059,154.06,90.93,2576,2614,2935
Central America and the Caribbean,35,Snacks,Online,M,11/13/2014,3892,11/26/2014,7580,152.58,97.44,5900,5906,5902
Central America and the Caribbean,116,Household,Offline,L,3/14/2010,8074,4/22/2010,3599,668.27,502.54,7866,7932,7343
Sub-Saharan Africa,143,Beverages,Online,L,5/12/2011,1913,6/12/2011,3561,47.45,31.79,1740,1886,1699
Sub-Saharan Africa,46,Household,Online,C,3/19/2017,4789,4/11/2017,2936,668.27,502.54,7395,7595,6504
Asia,160,Snacks,Online,H,5/1/2016,6952,6/5/2016,4232,152.58,97.44,4180,4459,4276
Sub-Saharan Africa,49,Vegetables,Offline,M,6/29/2013,4580,6/29/2013,1983,154.06,90.93,2514,2550,2855
Sub-Saharan Africa,62,Beverages,Offline,L,10/3/2010,4419,11/15/2010,7758,47.45,31.79,2841,3187,2781
Middle East and North Africa,108,Fruits,Offline,M,4/1/2011,9105,5/18/2011,5155,9.33,6.92,663,738,593
Europe,153,Cosmetics,Offline,C,5/16/2015,2110,6/22/2015,4803,437.2,263.33,7574,7305,8363
Australia and Oceania,80,Baby Food,Online,H,1/8/2017,2558,1/8/2017,9364,255.28,159.42,7850,7612,8560
Middle East and North Africa,129,Vegetables,Online,L,12/12/2014,401,12/25/2014,8530,154.06,90.93,6297,6064,6950
Australia and Oceania,125,Meat,Online,H,7/11/2016,1413,7/24/2016,4026,421.89,364.69,7052,7586,4245
Asia,178,Baby Food,Offline,M,4/13/2011,2167,5/12/2011,4605,255.28,159.42,5942,5890,6115
Central America and the Caribbean,61,Snacks,Online,M,7/5/2012,4903,8/23/2012,1054,152.58,97.44,1693,1781,1738
Central America and the Caribbean,135,Vegetables,Offline,L,8/24/2015,2730,8/26/2015,1190,154.06,90.93,1810,1832,2029
Europe,91,Meat,Online,H,3/10/2017,4541,4/11/2017,4862,421.89,364.69,7536,7903,4704
Europe,105,Meat,Online,C,12/1/2010,9936,12/17/2010,8950,421.89,364.69,8700,8905,6719
Middle East and North Africa,10,Cereal,Offline,L,5/21/2014,4452,5/21/2014,2365,205.7,117.11,3523,3525,4002
Europe,99,Cosmetics,Offline,M,2/24/2012,4192,3/11/2012,1049,437.2,263.33,3384,3518,3678
Australia and Oceania,80,Personal Care,Offline,M,7/13/2012,1181,7/21/2012,2976,81.73,56.67,2159,2436,2017
Sub-Saharan Africa,94,Baby Food,Online,M,7/28/2013,8209,8/6/2013,3151,255.28,159.42,4810,4898,4903
Asia,24,Beverages,Online,L,5/17/2014,3934,6/2/2014,8610,47.45,31.79,3100,3485,3021
Australia and Oceania,137,Cosmetics,Online,H,4/25/2011,7542,5/9/2011,3420,437.2,263.33,6719,6556,7335
Australia and Oceania,115,Snacks,Online,H,12/25/2016,4299,12/25/2016,3681,152.58,97.44,3826,4196,3924
Central America and the Caribbean,124,Household,Offline,C,12/18/2010,9942,12/31/2010,2521,668.27,502.54,7037,7309,5900
Central America and the Caribbean,12,Household,Offline,M,10/4/2011,6278,10/5/2011,5102,668.27,502.54,8497,8546,8403
Sub-Saharan Africa,29,Vegetables,Online,H,6/7/2012,5725,6/9/2012,3617,154.06,90.93,3803,3973,4216
Sub-Saharan Africa,156,Personal Care,Online,H,9/12/2014,6587,9/30/2014,2288,81.73,56.67,1838,2035,1723
Europe,55,Household,Online,H,7/12/2017,7751,8/19/2017,2371,668.27,502.54,6902,7206,5689
Middle East and North Africa,122,Meat,Offline,M,5/28/2013,4247,6/12/2013,7153,421.89,364.69,8266,8584,5830
Asia,20,Baby Food,Online,C,10/19/2014,1463,11/28/2014,6950,255.28,159.42,7137,7036,7721
Asia,161,Baby Food,Offline,L,7/12/2012,868,7/30/2012,4111,255.28,159.42,5577,5574,5697
Europe,55,Vegetables,Online,L,5/29/2017,4649,7/9/2017,8016,154.06,90.93,6087,5870,6659
Europe,81,Personal Care,Offline,C,1/12/2011,622,1/27/2011,75,81.73,56.67,74,79,81
Europe,21,Office Supplies,Online,C,2/15/2010,7544,3/22/2010,8733,651.21,524.96,9393,9435,8940
Asia,96,Vegetables,Online,L,5/5/2017,24,5/12/2017,4461,154.06,90.93,4340,4429,4734
Asia,119,Snacks,Offline,M,6/20/2017,3208,7/19/2017,4766,152.58,97.44,4506,4723,4588
Europe,138,Cosmetics,Offline,L,7/1/2011,8169,7/9/2011,9182,437.2,263.33,8829,8418,9503
Asia,11,Clothes,Online,C,11/5/2012,6902,12/19/2012,4278,109.28,35.84,3432,2287,5013
Middle East and North Africa,0,Clothes,Online,H,4/14/2013,6831,5/29/2013,8652,109.28,35.84,5252,3825,7580
Sub-Saharan Africa,118,Vegetables,Offline,C,12/30/2016,6429,1/9/2017,7934,154.06,90.93,6058,5839,6621
Sub-Saharan Africa,156,Meat,Offline,H,2/4/2014,9895,2/7/2014,9785,421.89,364.69,8911,9074,7130
Europe,147,Fruits,Offline,C,9/8/2014,2240,10/3/2014,8898,9.33,6.92,1138,1276,1037
Sub-Saharan Africa,49,Meat,Online,C,10/16/2014,4100,11/22/2014,1996,421.89,364.69,4933,5866,2647
Asia,178,Cosmetics,Offline,C,4/15/2015,7057,5/29/2015,2834,437.2,263.33,6102,5936,6563
Asia,68,Clothes,Online,C,7/18/2010,8388,7/26/2010,7198,109.28,35.84,4742,3304,6862
Middle East and North Africa,77,Cosmetics,Offline,H,12/5/2014,6339,1/10/2015,7905,437.2,263.33,8529,8155,9306
Europe,6,Snacks,Online,M,7/29/2013,4654,9/11/2013,9805,152.58,97.44,6723,6721,6964
Europe,52,Office Supplies,Offline,C,8/17/2011,7879,9/21/2011,4777,651.21,524.96,8320,8496,7385
Europe,21,Cosmetics,Online,L,4/11/2015,6701,5/11/2015,6731,437.2,263.33,8229,7901,9040
Europe,157,Personal Care,Offline,L,11/11/2012,2134,12/17/2012,6612,81.73,56.67,3729,4268,3470
Middle East and North Africa,9,Beverages,Offline,M,7/3/2016,1216,7/23/2016,7392,47.45,31.79,2745,3083,2678
Sub-Saharan Africa,144,Vegetables,Offline,C,11/16/2012,1809,12/30/2012,9075,154.06,90.93,6482,6243,7224
Asia,171,Baby Food,Online,M,6/9/2012,7374,7/7/2012,3699,255.28,159.42,5248,5325,5343
Sub-Saharan Africa,118,Beverages,Online,M,5/11/2015,2359,6/11/2015,331,47.45,31.79,216,228,241
Sub-Saharan Africa,63,Baby Food,Offline,C,4/18/2015,6775,5/15/2015,69,255.28,159.42,248,234,314
Asia,154,Fruits,Offline,M,10/3/2010,1556,10/31/2010,1043,9.33,6.92,128,148,114
Sub-Saharan Africa,166,Vegetables,Offline,M,6/18/2016,3414,6/25/2016,3414,154.06,90.93,3683,3829,4071
Central America and the Caribbean,60,Cosmetics,Online,H,2/15/2014,9795,3/17/2014,4375,437.2,263.33,7327,7119,8121
North America,177,Fruits,Online,H,10/21/2016,3983,11/10/2016,3149,9.33,6.92,400,447,361
Europe,142,Fruits,Offline,H,2/17/2012,9956,4/1/2012,5991,9.33,6.92,768,844,691
Asia,68,Personal Care,Online,M,7/2/2011,7534,7/30/2011,1188,81.73,56.67,1318,1404,1239
Middle East and North Africa,77,Clothes,Online,M,1/13/2016,7342,2/22/2016,4056,109.28,35.84,3302,2196,4868
Sub-Saharan Africa,155,Baby Food,Offline,H,10/4/2012,5732,10/12/2012,1944,255.28,159.42,3557,3821,3721
Europe,85,Household,Offline,C,4/13/2016,9840,4/13/2016,9233,668.27,502.54,9502,9453,9447
Sub-Saharan Africa,184,Snacks,Offline,L,12/24/2011,2658,2/10/2012,2333,152.58,97.44,2780,3008,2913
Asia,30,Clothes,Offline,C,10/16/2012,7748,11/4/2012,4686,109.28,35.84,3626,2427,5257
Middle East and North Africa,71,Vegetables,Online,L,1/6/2010,4848,2/24/2010,1767,154.06,90.93,2316,2357,2609
Middle East and North Africa,159,Personal Care,Offline,M,12/9/2014,4034,12/14/2014,6080,81.73,56.67,3563,4099,3293
Australia and Oceania,137,Vegetables,Online,H,3/12/2017,1437,4/4/2017,2162,154.06,90.93,2656,2708,3049
Europe,153,Office Supplies,Offline,L,4/10/2011,3902,5/6/2011,1579,651.21,524.96,5518,6256,3878
Sub-Saharan Africa,133,Meat,Online,C,6/10/2015,4083,7/29/2015,7931,421.89,364.69,8459,8716,6212
Europe,114,Vegetables,Online,C,12/15/2014,5326,12/30/2014,1847,154.06,90.93,2385,2428,2700
Central America and the Caribbean,60,Vegetables,Online,L,4/16/2011,6820,4/29/2011,5988,154.06,90.93,5179,5130,5554
Asia,30,Cereal,Online,C,10/4/2010,8482,10/22/2010,47,205.7,117.11,126,103,194
Europe,13,Snacks,Online,H,3/4/2013,6266,3/21/2013,5747,152.58,97.44,5045,5205,5039
Europe,90,Cereal,Online,C,8/17/2015,6522,9/26/2015,1844,205.7,117.11,2903,2896,3444
Middle East and North Africa,121,Baby Food,Offline,L,4/9/2016,1552,5/4/2016,9123,255.28,159.42,7788,7567,8496
Asia,17,Clothes,Offline,L,7/17/2010,4531,7/18/2010,5402,109.28,35.84,3955,2681,5721
Australia and Oceania,43,Office Supplies,Online,C,1/29/2010,4260,2/10/2010,529,651.21,524.96,2709,3533,1885
Europe,174,Cereal,Online,M,3/28/2016,428,5/3/2016,1384,205.7,117.11,2387,2373,2809
Middle East and North Africa,121,Personal Care,Online,C,4/14/2016,8403,5/1/2016,6879,81.73,56.67,3835,4353,3553
Sub-Saharan Africa,139,Snacks,Offline,L,6/26/2017,4632,8/2/2017,2956,152.58,97.44,3348,3643,3438
Asia,181,Personal Care,Offline,L,1/9/2013,793,2/19/2013,7588,81.73,56.67,4062,4539,3762
Middle East and North Africa,82,Meat,Offline,M,1/31/2016,9871,2/11/2016,5781,421.89,364.69,7896,8177,5149
Asia,17,Fruits,Online,L,8/15/2010,381,9/30/2010,4570,9.33,6.92,580,644,513
Australia and Oceania,125,Office Supplies,Online,H,9/25/2015,1629,10/25/2015,8023,651.21,524.96,9263,9315,8786
Europe,56,Office Supplies,Online,H,9/20/2013,8733,9/30/2013,2238,651.21,524.96,6615,7179,4746
Sub-Saharan Africa,139,Household,Offline,L,6/14/2014,7656,7/8/2014,346,668.27,502.54,2086,2483,1724
Asia,11,Vegetables,Offline,M,9/18/2013,76,10/9/2013,7507,154.06,90.93,5899,5690,6406
Sub-Saharan Africa,57,Snacks,Offline,H,2/25/2012,8355,4/4/2012,5914,152.58,97.44,5113,5273,5115
Australia and Oceania,148,Fruits,Online,M,6/18/2011,937,7/17/2011,9791,9.33,6.92,1265,1411,1139
Sub-Saharan Africa,155,Household,Online,L,8/20/2010,6695,9/21/2010,392,668.27,502.54,2256,2714,1856
Central America and the Caribbean,45,Baby Food,Online,C,4/14/2017,427,6/2/2017,1003,255.28,159.42,2228,2349,2351
Central America and the Caribbean,134,Fruits,Online,L,8/6/2013,7745,8/28/2013,1943,9.33,6.92,257,282,218
Europe,91,Fruits,Online,C,2/9/2013,129,2/14/2013,5559,9.33,6.92,709,783,636
Sub-Saharan Africa,28,Clothes,Online,H,6/28/2011,9604,8/9/2011,1231,109.28,35.84,1525,916,2259
Middle East and North Africa,89,Vegetables,Online,L,1/17/2013,4202,2/24/2013,371,154.06,90.93,789,700,1133
Asia,11,Snacks,Offline,C,10/17/2011,2552,11/23/2011,1421,152.58,97.44,2005,2117,2078
Asia,119,Personal Care,Online,H,5/19/2010,9159,7/5/2010,4855,81.73,56.67,3032,3504,2786
Sub-Saharan Africa,31,Cosmetics,Offline,H,4/24/2016,9346,5/7/2016,8177,437.2,263.33,8587,8213,9350
Middle East and North Africa,140,Clothes,Online,C,6/9/2015,4210,7/25/2015,923,109.28,35.84,1339,685,1900
Middle East and North Africa,175,Beverages,Online,L,8/7/2013,5486,9/17/2013,9662,47.45,31.79,3382,3802,3277
Europe,34,Personal Care,Offline,H,2/20/2010,840,3/2/2010,2991,81.73,56.67,2165,2446,2024
Europe,36,Cosmetics,Online,L,10/26/2016,8676,10/28/2016,6540,437.2,263.33,8181,7860,8982
Asia,110,Office Supplies,Offline,L,3/4/2016,3230,4/3/2016,7972,651.21,524.96,9253,9301,8772
Sub-Saharan Africa,102,Personal Care,Offline,C,9/25/2010,9420,11/7/2010,1977,81.73,56.67,1698,1878,1584
Central America and the Caribbean,61,Office Supplies,Online,M,9/4/2011,7946,9/9/2011,5280,651.21,524.96,8518,8661,7725
Australia and Oceania,51,Snacks,Online,H,4/18/2012,480,5/7/2012,1635,152.58,97.44,2193,2347,2256
Middle East and North Africa,44,Meat,Online,C,7/17/2014,4194,9/4/2014,6829,421.89,364.69,8194,8481,5665
Asia,106,Cosmetics,Offline,C,1/22/2010,7178,3/13/2010,3679,437.2,263.33,6931,6769,7598
Europe,39,Vegetables,Offline,L,4/11/2014,3402,5/19/2014,7034,154.06,90.93,5705,5511,6138
Australia and Oceania,112,Personal Care,Online,C,3/8/2017,7449,3/26/2017,8773,81.73,56.67,4464,4871,4121
Sub-Saharan Africa,156,Fruits,Online,L,5/30/2017,9761,6/9/2017,2808,9.33,6.92,362,398,322
Europe,131,Snacks,Online,M,11/12/2010,1611,12/2/2010,81,152.58,97.44,175,168,208
Sub-Saharan Africa,166,Meat,Offline,H,3/27/2017,9897,4/13/2017,3566,421.89,364.69,6746,7355,3940
Sub-Saharan Africa,88,Meat,Online,L,8/16/2015,2514,8/26/2015,3268,421.89,364.69,6446,7208,3730
Central America and the Caribbean,136,Beverages,Online,H,6/30/2016,2887,7/22/2016,1222,47.45,31.79,802,793,912
Europe,58,Snacks,Offline,C,6/10/2012,5462,6/20/2012,6496,152.58,97.44,5400,5488,5381
Sub-Saharan Africa,31,Cereal,Online,L,4/7/2012,304,4/7/2012,189,205.7,117.11,517,455,799
Sub-Saharan Africa,141,Snacks,Offline,C,6/25/2014,8304,6/27/2014,430,152.58,97.44,901,860,1148
Sub-Saharan Africa,144,Personal Care,Offline,C,2/1/2011,6289,3/14/2011,7381,81.73,56.67,4008,4484,3704
Middle East and North Africa,77,Vegetables,Offline,C,1/29/2014,1566,2/28/2014,8235,154.06,90.93,6171,5948,6785
Middle East and North Africa,70,Meat,Online,H,10/22/2013,7414,12/7/2013,2214,421.89,364.69,5225,6179,2880
North America,177,Snacks,Online,H,1/16/2013,7864,1/17/2013,5574,152.58,97.44,4961,5123,4954
Australia and Oceania,51,Household,Online,L,8/13/2015,2810,9/8/2015,6600,668.27,502.54,9053,8937,8926
Europe,53,Personal Care,Offline,C,1/25/2015,2744,3/2/2015,611,81.73,56.67,679,716,736
Sub-Saharan Africa,28,Clothes,Online,C,7/30/2013,4067,8/8/2013,4955,109.28,35.84,3733,2524,5431
Europe,1,Personal Care,Offline,H,8/8/2010,3912,8/24/2010,4011,81.73,56.67,2634,3007,2439
Middle East and North Africa,175,Fruits,Offline,C,3/26/2014,5284,4/30/2014,4191,9.33,6.92,521,589,469
Middle East and North Africa,159,Clothes,Offline,L,9/12/2014,1806,10/18/2014,8937,109.28,35.84,5356,3915,7677
Sub-Saharan Africa,23,Cosmetics,Offline,L,11/12/2010,3027,11/13/2010,3723,437.2,263.33,6952,6788,7640
Europe,107,Meat,Offline,C,1/7/2014,9221,1/10/2014,1054,421.89,364.69,3309,4326,1777
Middle East and North Africa,175,Personal Care,Offline,C,10/18/2013,6468,11/12/2013,5466,81.73,56.67,3322,3819,3059
Europe,8,Cosmetics,Offline,H,4/5/2012,1568,5/13/2012,8525,437.2,263.33,8665,8278,9400
North America,177,Baby Food,Offline,C,7/12/2012,7132,8/10/2012,3832,255.28,159.42,5361,5398,5462
Europe,127,Clothes,Offline,M,1/5/2015,6674,1/27/2015,2015,109.28,35.84,2020,1460,3227
Europe,48,Snacks,Offline,L,8/7/2013,9201,8/10/2013,5737,152.58,97.44,5041,5198,5033
Sub-Saharan Africa,152,Baby Food,Online,L,8/13/2014,4849,8/13/2014,4688,255.28,159.42,6005,5940,6178
Sub-Saharan Africa,23,Vegetables,Offline,M,4/17/2010,9228,6/6/2010,594,154.06,90.93,1267,1109,1376
Sub-Saharan Africa,33,Office Supplies,Online,C,11/14/2012,8949,12/13/2012,2208,651.21,524.96,6576,7143,4711
Sub-Saharan Africa,156,Vegetables,Offline,M,12/6/2012,6332,1/5/2013,317,154.06,90.93,670,583,958
Europe,104,Office Supplies,Offline,C,6/25/2013,4450,7/25/2013,2738,651.21,524.96,7142,7542,5271
Europe,157,Meat,Online,C,1/7/2011,2117,1/28/2011,9321,421.89,364.69,8785,8986,6901
